Candidate,Party,Status,State,Constituency,Age,Gender
ASHUTOSH CHATTERJEE,Indian National Congress,Accepted,West Bengal ,Rashbehari,34,male
RAFIKA SULTANA,Independent,Accepted,West Bengal ,Jalangi,27,female
Somnath Das,Independent,Accepted,West Bengal ,Maniktola,30,male
ROMIT CHOWDHURY,National Republic Party Of India,Accepted,West Bengal ,Rashbehari,43,male
APURBA SARKAR (DAVID),All India Trinamool Congress,Accepted,West Bengal ,Kandi,57,male
Nihar Ranjan Ghosh,All India Trinamool Congress,Accepted,West Bengal ,Chanchal,66,male
Manoj Chakraborty,Indian National Congress,Accepted,West Bengal ,Baharampur,67,male
SURESH CHANDRA SARKAR,Bahujan Samaj Party,Accepted,West Bengal ,Englishbazar,61,male
NARMADA CHANDRA ROY,Revolutionary Socialist Party,Accepted,West Bengal ,Kushmandi,65,male
ALBERUNI ZULKARNAIN,Indian National Congress,Accepted,West Bengal ,Malatipur,39,male
SANATAN RISHI,Bahujan Samaj Party,Accepted,West Bengal ,Gazole,36,male
BIKASH ROYCHOUDHURY,All India Trinamool Congress,Accepted,West Bengal ,Suri,68,male
Subrata Maitra (Kanchan),Bharatiya Janata Party,Accepted,West Bengal ,Baharampur,54,male
NARENDRANATH CHAKRABORTY,All India Trinamool Congress,Accepted,West Bengal ,Pandabeswar,57,male
KUMAR JITENDRA  TEWARI,Bharatiya Janata Party,Accepted,West Bengal ,Pandabeswar,47,male
KHURSHID ALAM,Bahujan Samaj Party,Accepted,West Bengal ,Suri,40,male
BASANTI BARMAN,All India Trinamool Congress,Accepted,West Bengal ,Gazole,56,female
SAYANI GHOSH,All India Trinamool Congress,Accepted,West Bengal ,Asnsol Dakshin,28,female
PRADIP KUMAR PODDAR,Independent,Accepted,West Bengal ,Pandabeswar,45,male
ABDUR RAHIM BOXI,All India Trinamool Congress,Accepted,West Bengal ,Malatipur,57,male
Md Jakir Hossain,SOCIAL DEMOCRATIC PARTY OF INDIA,Accepted,West Bengal ,RaghunathGanj,39,male
SOBHANDEB CHATTOPADHYAY,All India Trinamool Congress,Accepted,West Bengal ,Bhabanipur,77,male
TORAF HOSSAIN MANDAL,All India Trinamool Congress,Accepted,West Bengal ,Kumarganj,61,male
Sekhar Dasgupta,All India Trinamool Congress,Accepted,West Bengal ,Balurghat,69,male
TAPAS KUMAR ROY,Bharatiya Janata Party,Accepted,West Bengal ,Jamuria,57,male
NAYNA BANDYOPADHYAY,All India Trinamool Congress,Accepted,West Bengal ,Chowrangee,52,female
PARESH PAUL,All India Trinamool Congress,Applied,West Bengal ,Beleghata,75,male
SUBRATA SAHA,All India Trinamool Congress,Accepted,West Bengal ,Sagardighi,71,male
AJAY KUMAR GUPTA,Bharatiya Momin Front,Accepted,West Bengal ,Chowrangee,51,male
CHANDRA NATH SINHA,All India Trinamool Congress,Accepted,West Bengal ,Bolpur,58,male
Nasir Saikh,Independent,Accepted,West Bengal ,RaghunathGanj,43,male
CHINMOY DEB BARMAN,Bharatiya Janata Party,Accepted,West Bengal ,Gazole,37,male
Ujjwal Kumar Chowdhury,All India Trinamool Congress,Accepted,West Bengal ,Maldaha,60,male
Sumit Ghosh,Bharatiya Janata Party,Accepted,West Bengal ,Beldanga,52,male
Atin Ghosh,All India Trinamool Congress,Accepted,West Bengal ,Kashipur-Belgachhia,62,male
AJAY  KUMAR PODDAR,Bharatiya Janata Party,Accepted,West Bengal ,Kulti,63,male
DEVDUTTA MAJI,Bharatiya Janata Party,Accepted,West Bengal ,Chowrangee,41,male
ARJUN KUMAR DAS,Bahujan Samaj Party,Applied,West Bengal ,Beleghata,32,male
BIDHAN CHANDRA MAJHI,All India Trinamool Congress,Accepted,West Bengal ,Nanoor,40,male
MOUSUMI DAS,Bharatiya Janata Party,Accepted,West Bengal ,Malatipur,33,female
BIRENDRA NATH MAHANTA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Balurghat,46,male
DEBASISH KUMAR,All India Trinamool Congress,Accepted,West Bengal ,Rashbehari,61,male
MD. ABDUL HAMID,Bahujan Mukti Party,Accepted,West Bengal ,Jalangi,62,male
Sadhan Pande,All India Trinamool Congress,Accepted,West Bengal ,Maniktola,70,male
RAJIB BISWAS,Communist Party of India  (Marxist),Applied,West Bengal ,Beleghata,59,male
GOUTAM DAS,All India Trinamool Congress,Accepted,West Bengal ,Gangarampur,47,male
Golam Modaswer,Bharatiya Janata Party,Accepted,West Bengal ,RaghunathGanj,43,male
Sucheta Biswas,Revolutionary Socialist Party,Accepted,West Bengal ,Balurghat,67,female
RANAJIT DEB,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Kumarganj,58,male
Md Abdul Ghani,All India Trinamool Congress,Accepted,West Bengal ,Sujapur,71,male
Rafiqul Islam,Bahujan Samaj Party,Accepted,West Bengal ,Sujapur,27,male
JIBAN PRAKASH SAHA,All India Forward Bloc,Accepted,West Bengal ,Shyampukur,70,male
Md Mukhtar,Indian National Congress,Accepted,West Bengal ,Kolkata Port,52,male
KASHINATH BISWAS,Bharatiya Janata Party,Applied,West Bengal ,Beleghata,66,male
MD. SHADAB KHAN,Indian National Congress,Accepted,West Bengal ,Bhabanipur,35,male
ALI HOSSAIN,United Socialist Party,Accepted,West Bengal ,Bhagabangola,32,male
ABHIJIT SINHA,All India Trinamool Congress,Accepted,West Bengal ,Labhpur,54,male
SUPAL MURMU,Bahujan Mukti Party,Accepted,West Bengal ,Sagardighi,41,male
ARIJIT ROY,Bharatiya Janata Party,Accepted,West Bengal ,Barabani,29,male
MD. MOSARAF HOSSAIN,Independent,Accepted,West Bengal ,Bhagabangola,27,male
REJAUL KARIM SK,Indian Union Muslim League,Accepted,West Bengal ,Bhagabangola,59,male
Kalyan Chaubey,Bharatiya Janata Party,Accepted,West Bengal ,Maniktola,42,male
DIPAK CHATTERJEE,All India Forward Bloc,Accepted,West Bengal ,Nalhati,56,male
AMAL KUMAR RABIDAS,Bahujan Mukti Party,Accepted,West Bengal ,Manikchak,36,male
Ajay Prajapati,Bahujan Samaj Party,Accepted,West Bengal ,Maniktola,26,male
Debabrata Saha,All India Trinamool Congress,Accepted,West Bengal ,Dubrajpur,37,male
Rupa Bagchi,Communist Party of India  (Marxist),Accepted,West Bengal ,Maniktola,55,female
CHANCHALA KARMAKAR,Bahujan Samaj Party,Accepted,West Bengal ,Manikchak,55,female
ABU HENA,Indian National Congress,Accepted,West Bengal ,Lalgola,71,male
SANJIB BARMAN (GOPI),Communist Party of India  (Marxist),Accepted,West Bengal ,Rampurhat,54,male
Khan Sarfaraz,Bahujan Samaj Party,Accepted,West Bengal ,Kolkata Port,45,male
KALPANA KISKU,All India Trinamool Congress,Accepted,West Bengal ,Tapan,33,female
RAJENDRA PRASAD SINGH (RAJU SINGH),All India Trinamool Congress,Accepted,West Bengal ,Nalhati,48,male
SWADHIN KUMAR SARKAR,Bharatiya Janata Party,Accepted,West Bengal ,Baisnabnagar,62,male
DR. BIJAN MUKHERJEE,Bharatiya Janata Party,Accepted,West Bengal ,Raniganj,42,male
CHANDANA SARKAR,All India Trinamool Congress,Accepted,West Bengal ,Baisnabnagar,40,female
NIKHIL CHANDRA MANDAL,Bahujan Samaj Party,Accepted,West Bengal ,Baisnabnagar,51,male
BIPLAB MITRA,All India Trinamool Congress,Accepted,West Bengal ,Harirampur,69,male
AMARJIT FULMALI,Janata Dal  (United),Accepted,West Bengal ,Nalhati,43,male
NILABATI SAHA,All India Trinamool Congress,Accepted,West Bengal ,Sainthia,50,female
MD. MONIBUR RAHAMAN,"Justice and Development Party,",Accepted,West Bengal ,Nalhati,29,male
RAGHU UROW,Revolutionary Socialist Party,Accepted,West Bengal ,Tapan,60,male
JITENDRA SHAW (JITU),All India Trinamool Congress,Accepted,West Bengal ,Bhatpara,50,male
PRATIP DASGUPTA,Communist Party of India  (Marxist),Accepted,West Bengal ,Kashipur-Belgachhia,47,male
CHAUDHURI NARGIS BANU,Indian National Congress,Accepted,West Bengal ,Kumarganj,51,female
SHASHI PANJA,All India Trinamool Congress,Accepted,West Bengal ,Shyampukur,58,female
RAFIKUL ISLAM,Communist Party of India  (Marxist),Accepted,West Bengal ,Harirampur,65,male
BIDHAN UPADHYAY,All India Trinamool Congress,Accepted,West Bengal ,Barabani,51,male
NURE MAHABOOB ALAM,All India Majlis-E-Ittehadul Muslimeen,Accepted,West Bengal ,Sagardighi,38,male
Gopal Chandra Saha,Bharatiya Janata Party,Accepted,West Bengal ,Maldaha,44,male
PRADIP MAZUMDAR,All India Trinamool Congress,Accepted,West Bengal ,Durgapur Purba,74,male
SAHINA MOMTAZ KHAN,All India Trinamool Congress,Accepted,West Bengal ,Naoda,55,female
AMAL CHAKRABORTY,Amra Bangalee,Accepted,West Bengal ,Durgapur Purba,65,male
COLONEL DIPTANSU CHAUDHURY,Bharatiya Janata Party,Accepted,West Bengal ,Durgapur Purba,51,male
ARUN KANTI BALA,Bahujan Samaj Party,Accepted,West Bengal ,Gangarampur,52,male
JAFIKUL ISLAM,All India Trinamool Congress,Accepted,West Bengal ,Domkal,45,male
ANUPAM MANDAL,Bharatiya Janata Party,Accepted,West Bengal ,Naoda,32,male
JOYEL MURMU,Bharatiya Janata Party,Accepted,West Bengal ,Habibpur,37,male
Md. Iqbal Alam,Rashtriya Secular Majlis Party,Accepted,West Bengal ,Entally,53,male
Subrata Mukherjee,All India Trinamool Congress,Accepted,West Bengal ,Ballygunge,74,male
Kundan Kumar Shaw,Independent,Accepted,West Bengal ,Entally,37,male
Dr. Fuad Halim,Communist Party of India  (Marxist),Accepted,West Bengal ,Ballygunge,50,male
MINTU HALDAR,Independent,Accepted,West Bengal ,Hariharpara,39,male
Arindam Roy,Independent,Accepted,West Bengal ,Entally,50,male
REKHA ROY,All India Trinamool Congress,Accepted,West Bengal ,Kushmandi,34,female
ABHIJIT ROY,All India Trinamool Congress,Accepted,West Bengal ,Mayureswar,52,male
SUJIT DAS,Bharatiya Janata Party,Accepted,West Bengal ,Jangipur,55,male
HUMAYUN REZA,Indian National Congress,Accepted,West Bengal ,Suti,73,male
Moloy Ghatak,All India Trinamool Congress,Accepted,West Bengal ,Asansol Uttar,65,male
Jogesh Chandra Murmu,Bahujan Samaj Party,Accepted,West Bengal ,Balurghat,41,male
GOUR CHANDRA MANDAL,Bharatiya Janata Party,Accepted,West Bengal ,Manikchak,42,male
KOUSHIK DAS,Bharatiya Janata Party,Accepted,West Bengal ,Suti,28,male
SEKH SADIK HUSSAIN,United Socialist Party,Accepted,West Bengal ,Ballygunge,41,male
ASHIS MARJIT,All India Trinamool Congress,Accepted,West Bengal ,Khargram,48,male
GHOSH  HEMANTA,Bharatiya Janata Party,Accepted,West Bengal ,Farakka,55,male
Md. Rejaul Hoque (Mantu Biswas),Indian National Congress,Accepted,West Bengal ,Samserganj,46,male
NIRMAL KANTI SAMADDAR,Bahujan Samaj Party,Accepted,West Bengal ,Jorasanko,77,male
SAHANAJ BIBI,Independent,Withdrawn,West Bengal ,Suti,42,female
AJMAL KHAN,Indian National Congress,Accepted,West Bengal ,Jorasanko,39,male
Milan Ghosh,Bharatiya Janata Party,Accepted,West Bengal ,Samserganj,50,male
SUNIL MURMU,Bahujan Samaj Party,Accepted,West Bengal ,Labhpur,44,male
Dr. ASOK KUMAR CHATTOPADHYAY,All India Trinamool Congress,Accepted,West Bengal ,Hansan,63,male
NANDA LAL HAZRA,Communist Party of India  (Marxist),Accepted,West Bengal ,Gangarampur,60,male
Asif Mehbub,Indian National Congress,Accepted,West Bengal ,Chanchal,39,male
ARABINDA BISWAS,Bharatiya Janata Party,Accepted,West Bengal ,Rejinagar,53,male
LAKSHMAN CHANDRA GHORUI,Bharatiya Janata Party,Accepted,West Bengal ,Durgapur Paschim,49,male
Ruliya Parvin,Bahujan Samaj Party,Accepted,West Bengal ,Raninagar,38,female
JIBAN KRISHNA SAHA,All India Trinamool Congress,Accepted,West Bengal ,Burwan,44,male
MILTAN RASID,Indian National Congress,Accepted,West Bengal ,Hansan,46,male
SHYAMCHAND GHOSH,Bharatiya Janata Party,Accepted,West Bengal ,Mothabari,63,male
JITEN RAY,Bahujan Samaj Party,Accepted,West Bengal ,Bolpur,32,male
Dipankar Ram,Bharatiya Janata Party,Accepted,West Bengal ,Chanchal,43,male
SEKH HUMAYUN KABIR,All India Trinamool Congress,Accepted,West Bengal ,Bharatpur,61,male
TARAPADA BADYAKAR,Bahujan Samaj Party,Accepted,West Bengal ,Sainthia,29,male
Abishek Singhania,Bharatiya Janata Party,Accepted,West Bengal ,Ratua,42,male
Abdul Soumik Hossain,All India Trinamool Congress,Accepted,West Bengal ,Raninagar,38,male
KHATUN MAFUJA,Bharatiya Janata Party,Accepted,West Bengal ,Sagardighi,50,female
KRISHNENDU NARAYAN CHOUDHURY,All India Trinamool Congress,Accepted,West Bengal ,Englishbazar,63,male
SABINA YEASMIN,All India Trinamool Congress,Accepted,West Bengal ,Mothabari,43,female
AGNIMITRA PAUL,Bharatiya Janata Party,Accepted,West Bengal ,Asnsol Dakshin,48,female
NARESH PAL,Independent,Accepted,West Bengal ,Englishbazar,43,male
GOUTAM BISWAS,Amra Bangalee,Accepted,West Bengal ,Raiganj,45,male
DILIP KUMAR BARMAN,Independent,Accepted,West Bengal ,Itahar,40,male
PARIMAL MAJUMDER,Independent,Rejected,West Bengal ,Bagda,57,male
MANJU DAS (MANDAL),Independent,Accepted,West Bengal ,Raiganj,37,female
SWAPAN KUMAR DAS,Bahujan Samaj Party,Rejected,West Bengal ,Raiganj,44,male
SWAPAN KUMAR DEBNATH,Independent,Accepted,West Bengal ,Noapara,67,male
PURNIMA BANERJEE,Independent,Accepted,West Bengal ,Shyampukur,42,female
BENOY KUMAR DAS,Independent,Rejected,West Bengal ,Raiganj,75,male
RABINDRA NATH BISWAS,Independent,Accepted,West Bengal ,Noapara,34,male
RABISHANKAR PAUL,Independent,Accepted,West Bengal ,Noapara,55,male
ANAND PANDEY,Independent,Accepted,West Bengal ,Noapara,40,male
FIROJ ALAM,Independent,Accepted,West Bengal ,Itahar,34,male
JYOTI BARMAN,Independent,Accepted,West Bengal ,Raiganj,25,male
HARI CHARAN DAS,Hindustan People's Party (Democratic),Rejected,West Bengal ,Raiganj,45,male
MOFAKKERUL ISLAM,All India Majlis-E-Ittehadul Muslimeen,Accepted,West Bengal ,Itahar,38,male
INDUDYUTI BISWAS,Independent,Withdrawn,West Bengal ,Bagda,51,male
MINAKSHI ROY,Independent,Accepted,West Bengal ,Raiganj,43,female
NIRMALENDU  ADHIKARY,Purvanchal Mahapanchayat,Rejected,West Bengal ,Bagda,57,male
MOJAMMEL HAQUE,Independent,Accepted,West Bengal ,Itahar,51,male
ANUP MALAKAR,Independent,Rejected,West Bengal ,Bagda,33,male
MADAN BISWAS,Independent,Rejected,West Bengal ,Raiganj,55,male
BHABATOSH LAHIRI,Janata Dal  (United),Accepted,West Bengal ,Raiganj,41,male
TUFAN BARMAN,Independent,Accepted,West Bengal ,Itahar,33,male
DIPSHIKHA BISWAS,Independent,Rejected,West Bengal ,Bagda,36,female
SOMNATH SAIN,Independent,Accepted,West Bengal ,Bhatar,41,male
HEMANT KUMAR PRABHAKAR,Communist Party of India  (Marxist),Accepted,West Bengal ,Raniganj,40,male
Priyanka Tibrewal,Bharatiya Janata Party,Accepted,West Bengal ,Entally,41,female
Swarna Kamal Saha,All India Trinamool Congress,Accepted,West Bengal ,Entally,72,male
Nasmul Hak,Party for Democratic Socialism,Accepted,West Bengal ,Sujapur,41,male
SUBHAS BAURI,Communist Party of India  (Marxist),Accepted,West Bengal ,Pandabeswar,31,male
PHALGUNI PATRA,Independent,Withdrawn,West Bengal ,Naihati,39,female
PHALGUNI PATRA,Independent,Accepted,West Bengal ,Naihati,39,female
Manas Sarkar,Bharatiya Janata Party,Accepted,West Bengal ,Kumarganj,47,male
KABIL UDDIN SHAIKH,Independent,Accepted,West Bengal ,Kaliganj,50,male
ABHAS RAY CHAUDHURI,Communist Party of India  (Marxist),Accepted,West Bengal ,Durgapur Purba,52,male
SARIFUL MANDAL,"Justice and Development Party,",Accepted,West Bengal ,Jalangi,33,male
BUDHRAI TUDU,Bharatiya Janata Party,Accepted,West Bengal ,Tapan,48,male
IMAN ALI BISWAS,Independent,Accepted,West Bengal ,Domkal,74,male
ALI MOHAMMAD,All India Trinamool Congress,Accepted,West Bengal ,Lalgola,57,male
ABDUR RAZZAK,All India Trinamool Congress,Accepted,West Bengal ,Jalangi,63,male
SADHAN KUMAR MANDAL,Independent,Accepted,West Bengal ,Krishnanagar Uttar,49,male
Ramjan Sk,Bahujan Mukti Party,Withdrawn,West Bengal ,Beldanga,43,male
Sibaji Sinha Roy,Bharatiya Janata Party,Accepted,West Bengal ,Kashipur-Belgachhia,63,male
SK M HASANUZZAMAN (BAPPA),Indian National Congress,Accepted,West Bengal ,Sagardighi,45,male
ANANDA MODAK,Independent,Accepted,West Bengal ,Krishnanagar Dakshin,66,male
JAHANGIR BISWAS (RAJU),Communist Party of India  (Marxist),Accepted,West Bengal ,Chapra,36,male
ABHIJIT GHOSH,Independent,Accepted,West Bengal ,Kaliganj,26,male
KRISHNA CHANDRA SARKAR,Bahujan Samaj Party,Accepted,West Bengal ,Jagatdal,54,male
PRABIR SARKAR,Independent,Accepted,West Bengal ,Swarupnagar,31,male
SATYENDRA NATH  RAY,Bharatiya Janata Party,Accepted,West Bengal ,Gangarampur,64,male
AJAY MAJUMDAR,Independent,Accepted,West Bengal ,Jagatdal,56,male
Amirul Islam,All India Trinamool Congress,Accepted,West Bengal ,Samserganj,49,male
SUBRATA ROY,Communist Party of India (Marxist-Leninist) Red Star,Accepted,West Bengal ,Gangarampur,51,male
RAJU GHOSH,Independent,Accepted,West Bengal ,Khardaha,40,male
AJAY KUMAR RAM,Bahujan Samaj Party,Accepted,West Bengal ,Bhatpara,32,male
MAIDUL ISLAM,Independent,Accepted,West Bengal ,Suti,39,male
NAZRUL ISLAM,Independent,Accepted,West Bengal ,Bhatar,35,male
SANTOSH KUMAR ADHIKARY,Purvanchal Mahapanchayat,Accepted,West Bengal ,Purbasthali Dakshin,63,male
TAJMUL HOSSAIN,All India Trinamool Congress,Accepted,West Bengal ,Harischandrapur,63,male
BISWAJIT DAS,Independent,Accepted,West Bengal ,Khardaha,33,male
AVIJIT BISWAS,Independent,Accepted,West Bengal ,Bijpur,36,male
MD. NAIYAR ALAM,Independent,Accepted,West Bengal ,Islampur,42,male
SURESH PRASAD,Bahujan Samaj Party,Accepted,West Bengal ,Durgapur Purba,70,male
KANAI DAS,Independent,Accepted,West Bengal ,Naihati,30,male
MAUSUMI KONAI,Communist Party of India  (Marxist),Accepted,West Bengal ,Sainthia,37,female
SHYAMALI PRADHAN,Communist Party of India  (Marxist),Accepted,West Bengal ,Nanoor,48,female
SAMARJIT BARMAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Bolpur,37,male
BIPAD  BHANJAN  ROY,Bahujan Mukti Party,Accepted,West Bengal ,Gazole,27,male
RAMKRISHNA HALDER,Lok Jan Shakti Party,Accepted,West Bengal ,Nabadwip,26,male
SANDIPAN BISWAS,Bharatiya Janata Party,Accepted,West Bengal ,Shyampukur,65,male
MRINMOY MONDAL,Independent,Accepted,West Bengal ,Swarupnagar,29,male
ALOKE BAIN,Independent,Accepted,West Bengal ,Bangaon Dakshin,47,male
VIVEK GUPTA,All India Trinamool Congress,Accepted,West Bengal ,Jorasanko,45,male
BABURAM KISKU,Bahujan Mukti Party,Accepted,West Bengal ,Habibpur,37,male
SOUMEN SAHA,Independent,Accepted,West Bengal ,Nabadwip,39,male
Rajendra Ram Das,Bahujan Samaj Party,Accepted,West Bengal ,Ballygunge,45,male
DR. SAJAL BISWAS,Independent,Accepted,West Bengal ,Gaighata,37,male
SUBIR KUMAR SARKAR,Amra Bangalee,Accepted,West Bengal ,Jalangi,46,male
CHANCHAL CHATTERJEE,Indian National Congress,Accepted,West Bengal ,Suri,47,male
PROVAT KISKU,Independent,Accepted,West Bengal ,Habibpur,43,male
BISWAJIT ROY,Independent,Accepted,West Bengal ,Gaighata,33,male
DEBESH CHAKRABORTY,Indian National Congress,Accepted,West Bengal ,Durgapur Paschim,50,male
SUNIL SINGH,Bharatiya Nyay-Adhikar Raksha Party,Accepted,West Bengal ,Dum Dum Uttar,43,male
SIDHARTHA SHANKAR NASKAR,Bharatiya Janata Party,Accepted,West Bengal ,Nabadwip,51,male
TUSHAR KANTI HALDER,Independent,Accepted,West Bengal ,Gaighata,43,male
RAGHU NATH SINGHA,Independent,Accepted,West Bengal ,Goalpokhar,51,male
BISWANATH MARDI,Kamatapur People’s Party (United),Accepted,West Bengal ,Habibpur,29,male
GOLAM AMBIA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Hariharpara,54,male
DEBASISH MAJHI,Independent,Accepted,West Bengal ,Krishnanagar Dakshin,28,male
TARAK LET,Bahujan Samaj Party,Accepted,West Bengal ,Murarai,38,male
Alamgir Mandal,Independent,Accepted,West Bengal ,Hariharpara,39,male
TAPAN HORE,Revolutionary Socialist Party,Accepted,West Bengal ,Bolpur,74,male
BIPAD TARAN DOM,Bahujan Samaj Party,Accepted,West Bengal ,Rampurhat,25,male
KUMAR BISHAL YADAB,Independent,Accepted,West Bengal ,Barrackpur,43,male
SUROJIT KISKU,Independent,Accepted,West Bengal ,Chopra,30,male
SUSHEN DAS,Bahujan Samaj Party,Accepted,West Bengal ,Hansan,53,male
SAMILAN SUTRADHAR,Independent,Accepted,West Bengal ,Purbasthali Uttar,29,male
BISWAJIT SINHA,Bharatiya Janata Party,Accepted,West Bengal ,Habra,57,male
SANDIP PRASAD,Independent,Rejected,West Bengal ,Barrackpur,36,male
PRABHUNATH SAH,Bahujan Samaj Party,Accepted,West Bengal ,Durgapur Paschim,61,male
DIP SANKAR NAIYA,Independent,Applied,West Bengal ,Beleghata,31,male
BIBHAS DAS,Purvanchal Mahapanchayat,Accepted,West Bengal ,Purbasthali Uttar,57,male
RANJIT SANTRA,Independent,Accepted,West Bengal ,Amdanga,54,male
MIR ALAMGIR (PALASH),Indian National Congress,Accepted,West Bengal ,Hariharpara,49,male
MAFID MONDAL,Independent,Accepted,West Bengal ,Amdanga,34,male
Mousumi Saha Mandal,Independent,Accepted,West Bengal ,Karimpur,39,female
ADITYA MOULIK,Bharatiya Janata Party,Accepted,West Bengal ,Khargram,38,male
MOINUDDIN SHAMS,Independent,Accepted,West Bengal ,Nalhati,54,male
Premananda Mandal,Independent,Accepted,West Bengal ,Karimpur,27,male
TANUJA CHAKRABORTY,Independent,Accepted,West Bengal ,Ashoknagar,46,female
TULU BALA DAS,Communist Party of India  (Marxist-Leninist)  (Liberation),Accepted,West Bengal ,Khargram,51,female
BIJOY BAGDI,All India Forward Bloc,Accepted,West Bengal ,Dubrajpur,64,male
KISHOR BISWAS,Purvanchal Mahapanchayat,Accepted,West Bengal ,Habra,66,male
DINABANDHU MONDAL,Bahujan Samaj Party,Accepted,West Bengal ,Nalhati,68,male
SYED MAHFUZUL KARIM,Communist Party of India  (Marxist),Accepted,West Bengal ,Labhpur,56,male
ANGSHUMALI BARAI,Guru Chand Mukti Morcha,Accepted,West Bengal ,Ashoknagar,50,male
